C:\Users\Timothy\Project\Captcha\training/Passed-1\336R.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\338K.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\33BA.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\33XJ.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\345S.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\34D8.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\34JE.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\34MJ.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\34RB.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\34SC.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\353A.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\353K.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3559.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\35A3.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\35AJ.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\35B9.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\35HJ.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\35JV.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\35MU.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\35RS.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\35XV.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\366D.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3696.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\36AD.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\36CB.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\36EU.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\36MW.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\36PA.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\36SK.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\385X.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3896.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\38K3.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\38KA.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\38N8.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\38SA.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\38SU.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\38UD.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3968.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\398T.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39AR.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39BA.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39BE.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39CV.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39ED.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39HB.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39NV.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39PN.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\39YJ.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3A6V.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3ACE.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3AD4.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3AM9.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3AMP.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3APW.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3B6U.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3B84.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BED.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BEX.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BHJ.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BHK.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BJC.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BK8.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BKP.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BNR.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BP6.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BRC.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BSA.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3BWU.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3C3W.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3C4J.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3C8A.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3CD3.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3CDM.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3CMM.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3CNW.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3CRE.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3CSK.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3CVS.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3CW5.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3D4Y.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3DBK.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3DD3.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3DDM.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3DHH.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3DND.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3DRP.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3DV9.png,1
C:\Users\Timothy\Project\Captcha\training/Passed-1\3DY4.png,1
